37661;B;5525;5.01.1995;15.50;D;N;25001;LJUBLJANA;25004;AMBROŽEV TRG;;R;PD;BT;O;G;AH;SU
37662;B;5535;2.01.1995;14.45;N;R;340;ŠENTRUPERT-RINKA;1249;RADMIRJE-LUÈE;;C;VR;TV;J;N;AH;SU
37663;B;5550;5.01.1995;jul.30;N;L;97039;SPODNJA BREZNICA;0;NI ODSEKOV;;C;PV;NT;S;R;AH;SN
37667;B;5525;5.01.1995;16.30;D;N;25001;LJUBLJANA;25094;MASARYKOVA CESTA;;C;HI;ÈT;O;N;AH;SU
37669;B;5550;6.01.1995;14.maj;D;R;338;SL.BISTRICA-ÈATEŽ;1236;SL.BISTRICA-POLJÈANE;50;P;PV;TV;O;R;AH;SN
37679;B;5537;6.01.1995;17.45;D;N;37075;NOVA GORICA;9;ERJAVÈEVA ULICA;;R;PD;BT;J;G;AH;SU
37684;L;5537;7.01.1995;14.okt;D;N;37075;NOVA GORICA;35;PRVOMAJSKA ULICA;;R;PR;BT;J;N;AH;SU
37704;L;5542;8.01.1995;18.45;N;M;11;HAJDINA - MEJA RH-MACELJ;351;JUROVCI-MACELJ;;C;NP;PP;O;N;AN;SU
37711;B;5521;8.01.1995;17.30;N;M;010-1;POÈEHOVA - LENDAVA;315;LENART-GORNJA RADGONA;;C;PR;NT;J;N;AH;SU
37714;S;5562;7.01.1995;18.58;N;R;340;ŠENTRUPERT-RINKA;1246;ŠENTRUPERT-SOTESKA;;C;HI;ÈT;O;R;AZ;SU
37719;L;5550;8.01.1995;17.okt;N;A;00A10;ŠENTILJ - DEKANI;36;FRAM-SL.BISTRICA;;C;PR;BT;O;N;AH;SU
37731;B;5564;2.01.1995;20.00;D;N;64037;MIKLAVŽ NA DRAVSKEM POLJU;24;NAD IZVIRI;;C;HI;TV;O;R;AZ;SU
37732;L;5537;5.01.1995;okt.45;N;R;301;PREDEL - RIBNICA;1008;UŠNIK-PLAVE;;C;PR;OS;J;N;AH;SU
37739;H;5503;1.01.1995;feb.15;D;N;3011;CELJE;28;DEÈKOVA CESTA;;C;PD;BT;O;R;AH;MO
37741;B;5565;9.01.1995;okt.30;N;M;10;ŠENTILJ - DEKANI;268;ŠENTILJ-PESNICA;;C;PR;BT;J;N;AH;SU
37744;B;5529;6.01.1995;18.30;N;R;351;MEJA M-DOBROVNIK-SENARSKA;1302;BRATONCI-KRIŽEVCI;;C;SV;OP;O;N;AH;PP
37750;B;5525;5.01.1995;20.okt;D;N;25001;LJUBLJANA;25175;TRG OSVOBODILNE FRONTE;;R;SV;OP;O;R;AH;SU
37759;B;5548;9.01.1995;okt.40;N;R;301;PREDEL - RIBNICA;1013;DORNBERK-ŠTANJEL;;C;OS;TO;J;R;AZ;SU
37766;B;5516;9.01.1995;13.okt;N;L;93641;OSTALO-OSTALO;93641;OSTALO-OSTALO;;R;PD;BT;J;R;AH;SL
37767;B;5517;4.01.1995;20.30;N;L;93735;SV UBALD-BORŠT-GLEM;93725;NI ODSEKOV;;C;HI;OS;O;R;AH;SU
37768;B;5517;6.01.1995;sep.45;D;N;17042;KOPER;86;SOŠKA ULICA;;C;PV;BT;O;N;AH;SU
37770;B;5524;6.01.1995;jan.45;D;M;10;ŠENTILJ - DEKANI;296;ÈRNUÈE-LJ(OBVOZNICA);250;R;HI;TO;O;R;AH;SU
37772;B;5517;6.01.1995;10.00;D;N;17042;KOPER;114;VOJKOVO NABREŽJE;;C;PD;BT;O;N;AH;SU
37785;B;5538;2.01.1995;20.okt;D;N;38201;NOVO MESTO;36;LJUBLJANSKA CESTA;;P;PV;TV;M;R;AH;MO
37787;B;5520;5.01.1995;13.35;N;M;010-3;CELJE - DRNOVO;330;RIM.TOPLICE-ZIDANI MOST;;C;PR;OP;O;N;AZ;SN
37788;B;5554;4.01.1995;22.15;N;M;010-8;DRAVOGRAD-DOBOVEC-MEJA RH;1238;MESTINJE-PODPLAT;;C;HI;PR;J;N;AZ;SU
37789;L;5520;5.01.1995;sep.50;N;M;010-3;CELJE - DRNOVO;328;CELJE-ŠMARJETA;;C;HI;PR;S;N;AZ;SN
