FIOStevilkaZadeve;KlasifikacijaNesrece;UpravnaEnotaStoritve;DatumPN;UraPN;VNaselju;Lokacija;VrstaCesteNaselja;SifraCesteNaselja;TekstCesteNaselja;SifraOdsekaUlice;TekstOdsekaUlice;StacionazaDogodka;OpisKraja;VzrokNesrece;TipNesrece;VremenskeOkoliscine;StanjePrometa;StanjeVozisca;VrstaVozisca;GeoKoordinataX;GeoKoordinataY
450147;BREZ POŠKODBE;NOVA GORICA;8.04.2005;12;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37134;SOLKAN;1;CESTA IX. KORPUSA;89;NARAVNO OKOLJE;PREMIKI Z VOZILOM;TRČENJE V STOJEČE / PARKIRANO VOZILO;JASNO;NEZNANO;SUHO;HRAPAV  ASFALT / BETON;459664245387;136410585009
479319;BREZ POŠKODBE;NOVA GORICA;19.10.2005;7;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37134;SOLKAN;28;ULICA MILOJKE ŠTRUKELJ;17;NARAVNO OKOLJE;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOČNO TRČENJE;JASNO;REDEK;SUHO;ZGLAJEN ASFALT / BETON;459664482670;136430579010
474840;BREZ POŠKODBE;NOVA GORICA;19.09.2005;12;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37134;SOLKAN;28;ULICA MILOJKE ŠTRUKELJ;14;NARAVNO OKOLJE;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;OPLAŽENJE;JASNO;NORMALEN;SUHO;ZGLAJEN ASFALT / BETON;459664841228;136438054065
482008;BREZ POŠKODBE;NOVA GORICA;1.11.2005;12;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37134;SOLKAN;39;ŽABJI KRAJ;14;NARAVNO OKOLJE;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRČENJE;OBLAČNO;REDEK;SUHO;ZGLAJEN ASFALT / BETON;459665550707;136490423435
444513;BREZ POŠKODBE;NOVA GORICA;25.02.2005;21;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37134;SOLKAN;39;ŽABJI KRAJ;16;NARAVNO OKOLJE;NEPRAVILNA STRAN / SMER VOŽNJE;OPLAŽENJE;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;459666625574;136490010244
478989;BREZ POŠKODBE;NOVA GORICA;6.10.2005;16;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37134;SOLKAN;39;ŽABJI KRAJ;28;NARAVNO OKOLJE;PREMIKI Z VOZILOM;OPLAŽENJE;NEZNANO;NEZNANO;OSTALO;HRAPAV  ASFALT / BETON;459670312006;136497404609
479497;BREZ POŠKODBE;NOVA GORICA;24.10.2005;8;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37134;SOLKAN;25;ULICA LUDVIKA SLOKARJA;8;NARAVNO OKOLJE;PREMIKI Z VOZILOM;OPLAŽENJE;OBLAČNO;NORMALEN;MOKRO;HRAPAV  ASFALT / BETON;459671766985;136422659408
483922;BREZ POŠKODBE;NOVA GORICA;13.10.2005;13;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37134;SOLKAN;37;VOJKOVA CESTA;18;NARAVNO OKOLJE;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOČNO TRČENJE;JASNO;GOST;SUHO;ZGLAJEN ASFALT / BETON;459675315862;136456379575
438724;BREZ POŠKODBE;NOVA GORICA;7.01.2005;10;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37134;SOLKAN;1;CESTA IX. KORPUSA;100;NARAVNO OKOLJE;NEPRAVILNA STRAN / SMER VOŽNJE;OPLAŽENJE;JASNO;REDEK;SUHO;ZGLAJEN ASFALT / BETON;459676061359;136413006128
476286;BREZ POŠKODBE;NOVA GORICA;3.10.2005;8;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37134;SOLKAN;37;VOJKOVA CESTA;10;NARAVNO OKOLJE;PREMIKI Z VOZILOM;OPLAŽENJE;OBLAČNO;NORMALEN;MOKRO;HRAPAV  ASFALT / BETON;459682136842;136447310124
490757;BREZ POŠKODBE;NOVA GORICA;24.12.2005;18;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37134;SOLKAN;28;ULICA MILOJKE ŠTRUKELJ;80;NARAVNO OKOLJE;PREMIKI Z VOZILOM;OPLAŽENJE;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;459687517610;136476212222
446599;BREZ POŠKODBE;NOVA GORICA;14.03.2005;8;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37134;SOLKAN;18;ŠOLSKA ULICA;25;NARAVNO OKOLJE;PREMIKI Z VOZILOM;OPLAŽENJE;NEZNANO;NEZNANO;OSTALO;HRAPAV  ASFALT / BETON;459690656605;136498201253
455224;BREZ POŠKODBE;NOVA GORICA;16.05.2005;15;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37134;SOLKAN;18;ŠOLSKA ULICA;25;NARAVNO OKOLJE;PREMIKI Z VOZILOM;BOČNO TRČENJE;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;459690656605;136498201253
454784;LAŽJA TELESNA POŠKODBA;NOVA GORICA;24.04.2005;15;N;CESTA;GLAVNA CESTA II. REDA;103;PERŠETI-N.GORICA-ŠEMPETER;1010;SOLKAN-NOVA GORICA;1100;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRČENJE;OBLAČNO;NORMALEN;MOKRO;ZGLAJEN ASFALT / BETON;459690264475;136442208743
476288;BREZ POŠKODBE;NOVA GORICA;25.08.2005;6;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37134;SOLKAN;1;CESTA IX. KORPUSA;53;NARAVNO OKOLJE;NEPRAVILNA STRAN / SMER VOŽNJE;BOČNO TRČENJE;JASNO;REDEK;SUHO;ZGLAJEN ASFALT / BETON;459692262426;136420997924
479810;BREZ POŠKODBE;NOVA GORICA;25.10.2005;20;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37134;SOLKAN;37;VOJKOVA CESTA;2;NARAVNO OKOLJE;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;OPLAŽENJE;OBLAČNO;NORMALEN;SUHO;ZGLAJEN ASFALT / BETON;459695839763;136434330589
474477;BREZ POŠKODBE;NOVA GORICA;23.09.2005;18;N;CESTA;REGIONALNA CESTA III. REDA;608;SOLKAN-LOKVE-DOL.TREBUŠA;1067;SOLKAN-LOKVE;10300;CESTA;OSTALO;POVOŽENJE ŽIVALI;JASNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;459706136663;137243550886
482236;BREZ POŠKODBE;NOVA GORICA;28.10.2005;7;N;CESTA;GLAVNA CESTA II. REDA;103;PERŠETI-N.GORICA-ŠEMPETER;1010;SOLKAN-NOVA GORICA;1000;CESTA;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOČNO TRČENJE;OBLAČNO;GOST;SUHO;ZGLAJEN ASFALT / BETON;459697830958;136435314348
457829;BREZ POŠKODBE;NOVA GORICA;1.06.2005;15;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37134;SOLKAN;18;ŠOLSKA ULICA;28;NARAVNO OKOLJE;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOČNO TRČENJE;JASNO;NORMALEN;SUHO;ZGLAJEN ASFALT / BETON;459698871462;136485227044
485562;BREZ POŠKODBE;NOVA GORICA;30.11.2005;10;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37134;SOLKAN;1;CESTA IX. KORPUSA;35;NARAVNO OKOLJE;OSTALO;TRČENJE V STOJEČE / PARKIRANO VOZILO;OBLAČNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;459700770606;136440404250
470306;LAŽJA TELESNA POŠKODBA;NOVA GORICA;10.06.2005;13;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37134;SOLKAN;1;CESTA IX. KORPUSA;78;NARAVNO OKOLJE;PREMIKI Z VOZILOM;TRČENJE V STOJEČE / PARKIRANO VOZILO;NEZNANO;NORMALEN;SUHO;ZGLAJEN ASFALT / BETON;459700652852;136430471091
460448;LAŽJA TELESNA POŠKODBA;NOVA GORICA;20.06.2005;15;N;CESTA;GLAVNA CESTA II. REDA;103;PERŠETI-N.GORICA-ŠEMPETER;1010;SOLKAN-NOVA GORICA;900;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRČENJE;JASNO;GOST;SUHO;HRAPAV  ASFALT / BETON;459702603289;136443198460
472965;BREZ POŠKODBE;NOVA GORICA;9.09.2005;16;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37134;SOLKAN;1;CESTA IX. KORPUSA;68;NARAVNO OKOLJE;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;ČELNO TRČENJE;DEŽEVNO;GOST;MOKRO;ZGLAJEN ASFALT / BETON;459702528380;136436877336
476590;BREZ POŠKODBE;NOVA GORICA;16.09.2005;21;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37134;SOLKAN;10;POT NA BREG;18;NARAVNO OKOLJE;NEPRAVILNA STRAN / SMER VOŽNJE;TRČENJE V STOJEČE / PARKIRANO VOZILO;OBLAČNO;REDEK;SUHO;ZGLAJEN ASFALT / BETON;459707960375;136401774786
461233;BREZ POŠKODBE;NOVA GORICA;24.06.2005;12;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37134;SOLKAN;3;MED OGRADAMI;3;NARAVNO OKOLJE;OSTALO;OPLAŽENJE;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;459709017844;136468205203
472713;BREZ POŠKODBE;NOVA GORICA;8.09.2005;13;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37134;SOLKAN;3;MED OGRADAMI;3;NARAVNO OKOLJE;PREMIKI Z VOZILOM;TRČENJE V STOJEČE / PARKIRANO VOZILO;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;459709017844;136468205203
477998;BREZ POŠKODBE;NOVA GORICA;14.10.2005;15;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37134;SOLKAN;1;CESTA IX. KORPUSA;17;NARAVNO OKOLJE;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRČENJE;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;459710595692;136457069243
463072;BREZ POŠKODBE;NOVA GORICA;24.06.2005;12;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37134;SOLKAN;3;MED OGRADAMI;1;NARAVNO OKOLJE;PREMIKI Z VOZILOM;BOČNO TRČENJE;JASNO;GOST;SUHO;HRAPAV  ASFALT / BETON;459712275905;136462190023
452795;BREZ POŠKODBE;NOVA GORICA;16.04.2005;8;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37134;SOLKAN;1;CESTA IX. KORPUSA;46;NARAVNO OKOLJE;PREMIKI Z VOZILOM;NALETNO TRČENJE;OBLAČNO;REDEK;SUHO;ZGLAJEN ASFALT / BETON;459715107073;136458120806
491303;LAŽJA TELESNA POŠKODBA;NOVA GORICA;30.09.2005;10;N;CESTA;GLAVNA CESTA II. REDA;103;PERŠETI-N.GORICA-ŠEMPETER;1010;SOLKAN-NOVA GORICA;700;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRČENJE;JASNO;GOST;SUHO;ZGLAJEN ASFALT / BETON;459715497416;136460692160
438976;BREZ POŠKODBE;NOVA GORICA;12.01.2005;14;N;CESTA;REGIONALNA CESTA III. REDA;608;SOLKAN-LOKVE-DOL.TREBUŠA;1067;SOLKAN-LOKVE;10800;CESTA;OSTALO;OPLAŽENJE;JASNO;NORMALEN;SUHO;ZGLAJEN ASFALT / BETON;459732656029;137281785887
490389;BREZ POŠKODBE;NOVA GORICA;14.12.2005;13;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37134;SOLKAN;20;TRG JOŽETA SREBRNIČA;2;NARAVNO OKOLJE;NEPRAVILNOSTI NA CESTI;OSTALO;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;459729693303;136481768315
474969;BREZ POŠKODBE;NOVA GORICA;25.09.2005;16;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37134;SOLKAN;20;TRG JOŽETA SREBRNIČA;7;NARAVNO OKOLJE;OSTALO;TRČENJE V STOJEČE / PARKIRANO VOZILO;JASNO;NEZNANO;SUHO;ZGLAJEN ASFALT / BETON;459729778630;136488992823
451225;BREZ POŠKODBE;NOVA GORICA;18.04.2005;16;N;CESTA;GLAVNA CESTA II. REDA;103;PERŠETI-N.GORICA-ŠEMPETER;1010;SOLKAN-NOVA GORICA;300;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRČENJE;OBLAČNO;GOST;SUHO;ZGLAJEN ASFALT / BETON;459741983275;136486244469
473073;BREZ POŠKODBE;NOVA GORICA;10.09.2005;15;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37134;SOLKAN;15;SOŠKA CESTA;9;NARAVNO OKOLJE;OSTALO;OSTALO;NEZNANO;NEZNANO;SUHO;HRAPAV  ASFALT / BETON;459742292798;136481978332
466629;BREZ POŠKODBE;NOVA GORICA;29.07.2005;11;D;NASELJE;GLAVNA CESTA II. REDA;103;PERŠETI-N.GORICA-ŠEMPETER;1010;SOLKAN-NOVA GORICA;200;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;ČELNO TRČENJE;JASNO;GOST;SUHO;ZGLAJEN ASFALT / BETON;459750902320;136487189252
450861;BREZ POŠKODBE;NOVA GORICA;6.04.2005;12;D;NASELJE;NASELJE BREZ ULIČNEGA SISTEMA;37119;VIPOLŽE;0;NI ODSEKOV;51;NARAVNO OKOLJE;OSTALO;TRČENJE V STOJEČE / PARKIRANO VOZILO;JASNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;459738914214;135345144628
461295;BREZ POŠKODBE;NOVA GORICA;20.06.2005;9;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37134;SOLKAN;15;SOŠKA CESTA;25;NARAVNO OKOLJE;PREMIKI Z VOZILOM;OSTALO;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;459755535503;136498562337
469115;LAŽJA TELESNA POŠKODBA;NOVA GORICA;18.08.2005;11;D;NASELJE;REGIONALNA CESTA II. REDA;402;SOLKAN - GONJAČE - NEBLO;1426;SOLKAN-GONJAČE;0;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;TRČENJE V STOJEČE / PARKIRANO VOZILO;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;459755813090;136491586783
481185;BREZ POŠKODBE;NOVA GORICA;28.07.2005;8;N;CESTA;GLAVNA CESTA II. REDA;103;PERŠETI-N.GORICA-ŠEMPETER;1010;SOLKAN-NOVA GORICA;0;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;OPLAŽENJE;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;459757447170;136508065824
487676;BREZ POŠKODBE;NOVA GORICA;9.12.2005;20;D;NASELJE;NASELJE BREZ ULIČNEGA SISTEMA;37119;VIPOLŽE;0;NI ODSEKOV;76;NARAVNO OKOLJE;NEPRAVILNA STRAN / SMER VOŽNJE;BOČNO TRČENJE;JASNO;REDEK;SUHO;ZGLAJEN ASFALT / BETON;459748032974;135368649665
458415;BREZ POŠKODBE;NOVA GORICA;3.06.2005;12;N;CESTA;LOKALNA CESTA;95725;GRGAR-KROMBERK;0;NI ODSEKOV;4000;CESTA;OSTALO;BOČNO TRČENJE;JASNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;459768678040;136964648467
489745;BREZ POŠKODBE;NOVA GORICA;22.12.2005;7;N;CESTA;REGIONALNA CESTA II. REDA;402;SOLKAN - GONJAČE - NEBLO;1426;SOLKAN-GONJAČE;1300;CESTA;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;NALETNO TRČENJE;OBLAČNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;459767949683;136429861870
483101;BREZ POŠKODBE;NOVA GORICA;13.11.2005;5;D;NASELJE;NASELJE BREZ ULIČNEGA SISTEMA;37119;VIPOLŽE;0;NI ODSEKOV;79;NARAVNO OKOLJE;NEPRILAGOJENA HITROST;TRČENJE V STOJEČE / PARKIRANO VOZILO;JASNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;459756998128;135366090872
482737;BREZ POŠKODBE;NOVA GORICA;15.11.2005;12;N;CESTA;REGIONALNA CESTA II. REDA;402;SOLKAN - GONJAČE - NEBLO;1426;SOLKAN-GONJAČE;1050;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;TRČENJE V OBJEKT;OBLAČNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;459773968235;136459398002
472332;BREZ POŠKODBE;NOVA GORICA;9.09.2005;23;N;CESTA;GLAVNA CESTA II. REDA;103;PERŠETI-N.GORICA-ŠEMPETER;1009;PLAVE-SOLKAN;9800;CESTA;OSTALO;TRČENJE V OBJEKT;OBLAČNO;NORMALEN;SUHO;ZGLAJEN ASFALT / BETON;459778236435;136523693721
474390;BREZ POŠKODBE;NOVA GORICA;18.09.2005;12;N;CESTA;GLAVNA CESTA II. REDA;103;PERŠETI-N.GORICA-ŠEMPETER;1009;PLAVE-SOLKAN;9500;CESTA;NEPRILAGOJENA HITROST;TRČENJE V OBJEKT;OBLAČNO;NORMALEN;MOKRO;HRAPAV  ASFALT / BETON;459795839839;136551531651
479081;BREZ POŠKODBE;NOVA GORICA;3.10.2005;17;N;CESTA;REGIONALNA CESTA III. REDA;608;SOLKAN-LOKVE-DOL.TREBUŠA;1067;SOLKAN-LOKVE;800;CESTA;NEPRILAGOJENA HITROST;TRČENJE V OBJEKT;DEŽEVNO;REDEK;MOKRO;ZGLAJEN ASFALT / BETON;459801150779;136582378273
454379;LAŽJA TELESNA POŠKODBA;NOVA GORICA;13.05.2005;23;N;CESTA;REGIONALNA CESTA III. REDA;608;SOLKAN-LOKVE-DOL.TREBUŠA;1067;SOLKAN-LOKVE;1000;CESTA;NEPRILAGOJENA HITROST;PREVRNITEV VOZILA;JASNO;REDEK;SUHO;ZGLAJEN ASFALT / BETON;459802566586;136603381386
483583;BREZ POŠKODBE;NOVA GORICA;19.10.2005;20;N;CESTA;GLAVNA CESTA II. REDA;103;PERŠETI-N.GORICA-ŠEMPETER;1009;PLAVE-SOLKAN;9400;CESTA;NEPRILAGOJENA HITROST;OPLAŽENJE;OBLAČNO;NORMALEN;SUHO;ZGLAJEN ASFALT / BETON;459803561649;136557798095
454536;BREZ POŠKODBE;NOVA GORICA;25.04.2005;16;N;CESTA;REGIONALNA CESTA III. REDA;608;SOLKAN-LOKVE-DOL.TREBUŠA;1067;SOLKAN-LOKVE;1100;CESTA;NEPRILAGOJENA HITROST;BOČNO TRČENJE;OBLAČNO;REDEK;MOKRO;ZGLAJEN ASFALT / BETON;459807634812;136613584439
483522;BREZ POŠKODBE;NOVA GORICA;26.09.2005;6;N;CESTA;REGIONALNA CESTA III. REDA;608;SOLKAN-LOKVE-DOL.TREBUŠA;1067;SOLKAN-LOKVE;6000;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;OPLAŽENJE;JASNO;REDEK;SUHO;ZGLAJEN ASFALT / BETON;459816602963;136875114911
467812;BREZ POŠKODBE;NOVA GORICA;1.07.2005;21;D;NASELJE;NASELJE BREZ ULIČNEGA SISTEMA;37022;CEGLO;0;NI ODSEKOV;1;NARAVNO OKOLJE;OSTALO;POVOŽENJE ŽIVALI;JASNO;NEZNANO;SUHO;HRAPAV  ASFALT / BETON;459802289459;135186791841
447737;BREZ POŠKODBE;NOVA GORICA;26.03.2005;21;N;CESTA;REGIONALNA CESTA II. REDA;402;SOLKAN - GONJAČE - NEBLO;1426;SOLKAN-GONJAČE;2600;CESTA;NEPRILAGOJENA HITROST;TRČENJE V OBJEKT;DEŽEVNO;NORMALEN;MOKRO;HRAPAV  ASFALT / BETON;459825245950;136292296737
465433;LAŽJA TELESNA POŠKODBA;NOVA GORICA;17.06.2005;16;D;NASELJE;NASELJE BREZ ULIČNEGA SISTEMA;37122;VOGLARJI;0;NI ODSEKOV;6;NARAVNO OKOLJE;NEPRAVILNA STRAN / SMER VOŽNJE;PREVRNITEV VOZILA;JASNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;459838034942;137372436559
441409;BREZ POŠKODBE;NOVA GORICA;5.02.2005;22;N;CESTA;GLAVNA CESTA II. REDA;103;PERŠETI-N.GORICA-ŠEMPETER;1009;PLAVE-SOLKAN;9100;CESTA;NEPRILAGOJENA HITROST;TRČENJE V OBJEKT;JASNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;459829066848;136561311822
469216;LAŽJA TELESNA POŠKODBA;NOVA GORICA;20.08.2005;16;N;CESTA;REGIONALNA CESTA III. REDA;608;SOLKAN-LOKVE-DOL.TREBUŠA;1067;SOLKAN-LOKVE;6400;CESTA;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;ČELNO TRČENJE;DEŽEVNO;REDEK;MOKRO;HRAPAV  ASFALT / BETON;459843787715;136907515902
442650;HUDA TELESNA POŠKODBA;NOVA GORICA;23.01.2005;4;D;NASELJE;NASELJE BREZ ULIČNEGA SISTEMA;37085;PLEŠIVO;0;NI ODSEKOV;49;NARAVNO OKOLJE;NEPRILAGOJENA HITROST;TRČENJE V OBJEKT;JASNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;459824904176;135147468835
477594;BREZ POŠKODBE;NOVA GORICA;12.10.2005;6;N;CESTA;REGIONALNA CESTA III. REDA;607;PREVALA - GRGAR - ČEPOVAN;5723;PREVAL-GRGAR-ČEPOVAN;0;CESTA;OSTALO;POVOŽENJE ŽIVALI;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;459846317336;136628271137
460496;BREZ POŠKODBE;NOVA GORICA;10.06.2005;7;N;CESTA;GLAVNA CESTA II. REDA;103;PERŠETI-N.GORICA-ŠEMPETER;1009;PLAVE-SOLKAN;8900;CESTA;PREMIKI Z VOZILOM;TRČENJE V OBJEKT;JASNO;NORMALEN;SUHO;ZGLAJEN ASFALT / BETON;459846283255;136556249130
438364;HUDA TELESNA POŠKODBA;NOVA GORICA;7.01.2005;14;N;CESTA;REGIONALNA CESTA III. REDA;608;SOLKAN-LOKVE-DOL.TREBUŠA;1067;SOLKAN-LOKVE;6900;CESTA;NEPRILAGOJENA HITROST;PREVRNITEV VOZILA;JASNO;NORMALEN;MOKRO;HRAPAV  ASFALT / BETON;459862715748;136965542108
468646;BREZ POŠKODBE;NOVA GORICA;13.08.2005;15;N;CESTA;REGIONALNA CESTA II. REDA;402;SOLKAN - GONJAČE - NEBLO;1426;SOLKAN-GONJAČE;3400;CESTA;OSTALO;OPLAŽENJE;JASNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;459854404337;136202903336
462737;BREZ POŠKODBE;NOVA GORICA;3.07.2005;18;N;CESTA;LOKALNA CESTA;95724;SKALNICA;0;NI ODSEKOV;0;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;OPLAŽENJE;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;459860202188;136615287762
483540;BREZ POŠKODBE;NOVA GORICA;19.11.2005;21;N;CESTA;REGIONALNA CESTA II. REDA;402;SOLKAN - GONJAČE - NEBLO;1426;SOLKAN-GONJAČE;3450;CESTA;OSTALO;OSTALO;JASNO;NORMALEN;SUHO;ZGLAJEN ASFALT / BETON;459857865766;136198945169
478917;LAŽJA TELESNA POŠKODBA;NOVA GORICA;6.10.2005;6;N;CESTA;REGIONALNA CESTA III. REDA;608;SOLKAN-LOKVE-DOL.TREBUŠA;1067;SOLKAN-LOKVE;7000;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRČENJE;DEŽEVNO;NORMALEN;MOKRO;ZGLAJEN ASFALT / BETON;459869557839;136973771831
460180;BREZ POŠKODBE;NOVA GORICA;13.05.2005;10;N;CESTA;REGIONALNA CESTA III. REDA;608;SOLKAN-LOKVE-DOL.TREBUŠA;1067;SOLKAN-LOKVE;2700;CESTA;NEPRAVILNO PREHITEVANJE;OPLAŽENJE;JASNO;REDEK;SUHO;ZGLAJEN ASFALT / BETON;459871077596;136583530717
485023;BREZ POŠKODBE;NOVA GORICA;29.11.2005;4;N;CESTA;REGIONALNA CESTA II. REDA;402;SOLKAN - GONJAČE - NEBLO;1426;SOLKAN-GONJAČE;4600;CESTA;OSTALO;POVOŽENJE ŽIVALI;JASNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;459872035699;136068868816
473851;BREZ POŠKODBE;NOVA GORICA;16.09.2005;15;D;NASELJE;NASELJE BREZ ULIČNEGA SISTEMA;37086;PODSABOTIN;0;NI ODSEKOV;29;NARAVNO OKOLJE;NEPRAVILNA STRAN / SMER VOŽNJE;OSTALO;JASNO;NEZNANO;SUHO;HRAPAV  ASFALT / BETON;459878068861;136091435840
445829;BREZ POŠKODBE;NOVA GORICA;11.03.2005;7;N;CESTA;REGIONALNA CESTA III. REDA;608;SOLKAN-LOKVE-DOL.TREBUŠA;1067;SOLKAN-LOKVE;4500;CESTA;NEPRILAGOJENA HITROST;OPLAŽENJE;OBLAČNO;NORMALEN;MOKRO;ZGLAJEN ASFALT / BETON;459886617164;136735602224
490431;BREZ POŠKODBE;NOVA GORICA;24.12.2005;12;N;CESTA;LOKALNA CESTA;95755;020030 DOBROVO-VIPOLŽE;95755;RC 402 - MEJA ITALIJA;1400;CESTA;OSTALO;POVOŽENJE ŽIVALI;OBLAČNO;REDEK;SUHO;ZGLAJEN ASFALT / BETON;459878790875;135292923376
471703;HUDA TELESNA POŠKODBA;NOVA GORICA;20.08.2005;18;N;CESTA;GLAVNA CESTA II. REDA;103;PERŠETI-N.GORICA-ŠEMPETER;1009;PLAVE-SOLKAN;8000;CESTA;NEPRAVILNO PREHITEVANJE;ČELNO TRČENJE;OBLAČNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;459899706944;136470277229
466026;BREZ POŠKODBE;NOVA GORICA;23.07.2005;22;N;CESTA;REGIONALNA CESTA II. REDA;402;SOLKAN - GONJAČE - NEBLO;1426;SOLKAN-GONJAČE;5000;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;OPLAŽENJE;OBLAČNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;459903989454;136055030356
482127;BREZ POŠKODBE;NOVA GORICA;9.11.2005;18;D;NASELJE;NASELJE BREZ ULIČNEGA SISTEMA;37039;GRGAR;0;NI ODSEKOV;1;NARAVNO OKOLJE;OSTALO;POVOŽENJE ŽIVALI;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;459911726516;136697309371
490978;BREZ POŠKODBE;NOVA GORICA;29.12.2005;20;D;NASELJE;NASELJE BREZ ULIČNEGA SISTEMA;37044;HUM;0;NI ODSEKOV;47;NARAVNO OKOLJE;NEPRAVILNA STRAN / SMER VOŽNJE;OSTALO;SNEG;REDEK;POLEDENELO - NEPOSIPANO;HRAPAV  ASFALT / BETON;459911997174;136040242482
484082;BREZ POŠKODBE;NOVA GORICA;19.11.2005;20;N;CESTA;REGIONALNA CESTA II. REDA;402;SOLKAN - GONJAČE - NEBLO;1426;SOLKAN-GONJAČE;5200;CESTA;OSTALO;POVOŽENJE ŽIVALI;JASNO;NORMALEN;SUHO;ZGLAJEN ASFALT / BETON;459921018786;136049568641
